"제조국","브랜드","이름","최소가격","최대가격","차종","엔진","최소연비","최대연비","최소출력","최대출력","출시년도","차량번호","내용","상세사진","색상1","색상2","색상3","색상4","색상5","색상6","색상7","색상8","색상9","색상10","색상1코드","색상2코드","색상3코드","색상4코드","색상5코드","색상6코드","색상7코드","색상8코드","색상9코드","색상10코드"
"한국","제네시스","디 올 뉴 G80 F/L",5890,7390,"준대형","가솔린","8.2","10.6","304","380",2024,116448,"3세대 G80의 부분 변경 모델로, 기존 G80의 스타일을 계승하면서 범퍼·램프 등 주요 디자인 요소의 디테일을 강화해 세련미를 한층 끌어올렸다   파워트레인은 2 5 터보 가솔린과 3 5 터보 가솔린 2개이다 ",116451,"우유니 화이트(UYH) ","세빌 실버(SSS) ","비크 블랙(PH3) 일반","마칼루 그레이(NCM) ","태즈먼 블루(URA) ","한라산 그린(MDY) ","브루클린 브라운(BRN) ","캐번디시 레드(RLA) ","베르비에 화이트(NA3) ","마칼루 그레이(MPE) ","#ffffff","#AFADAE","#0d151a","#232C33","#00243a","#1c3134","#332616","#410616","#ffffff","#252932"
"유럽","랜드로버","New Range Rover Velar",9010,12420,"중형 SUV","가솔린, 전기, 하이브리드","9.1","9.1","404","404",2024,117021,"현대적인 럭셔리와 품격이 다른 정교함이 결합된 미래지향적 감각이 돋보이는 디자인은 보는 이의 시선과 마음을 동시에 사로잡습니다   타협하지 않는 혁신으로 미래를 맞이한다는 랜드로버의 비전이 담긴 자동차 ",117023,"Varesine Blue ","Santorini Black ","Hakuba Silver ","Ostuni Pearl White(1EJ) ","Fuji White ","Charente Grey(1DN) ","Arrois Grey ","Zadar Grey(1DT) ","Carpathian Grey ",NULL,"#2a3139","#0f090b","#b1bbc4","#ffffff","#e3e6e4","#42423f","#93a0a2","#7e807f","#3e3e42",NULL
"유럽","랜드로버","New Range Rover Evoque F/L",7400,8030,"준중형 SUV","가솔린","8.9","8.9","249","249",2024,117033,"빠르게 적응하고, 언제나 영감을 주는 차   언제나 새로운 곳으로 이끌어주는 자동차   New Range Rover Evoque",117035,"Tribeca Blue ","Santorini Black ","Seoul Pearl Silver ","Ostuni Pearl White(1EJ) ","Fuji White ","Corinthian Bronze ","Eiger Grey ","Arrois Grey ","Carpathian Grey ",NULL,"#2e383f","#0f090b","#a4a19a","#ffffff","#e3e6e4","#63544d","#64686c","#93a0a2","#3e3e42",NULL
"유럽","랜드로버","New Discovery Sport F/L",7290,7660,"중형 SUV","가솔린","8.2","8.2","249","249",2024,117046,"외관을 다듬고, 고급감을 높인 인테리어, 향상된 편의성, 운전자와의 높은 연결성   새롭게 정제된 인테리어 디자인은 모던 럭셔리 감성을 보여주는 자동차 ",117048,"Varesine Blue ","Santorini Black ","Hakuba Silver ","Silicon Silver ","Ostuni Pearl White(1EJ) ","Fuji White ","Eiger Grey ","Carpathian Grey ","Firenze Red ",NULL,"#2a3139","#0f090b","#b1bbc4","#605a54","#ffffff","#e3e6e4","#64686c","#3e3e42","#be0e26",NULL
"유럽","아우디","SQ7",14758,14800,"대형 SUV","가솔린","6.7","6.7","507","507",2024,117227,"4 0리터 V8 가솔린 엔진이 탑재돼 최고출력 507마력, 최대토크 78 5kgm  SQ7 TFSI는 모터스포츠 DNA를 계승한 독보적인 기술로 안락한 주행감과 퍼포먼스를 동시에 갖춘 것이 특징이다 ",117229,"Mythos Black ","Daytona Gray Pearl ","Navarra Blue Metallic(LX5H) ","Satellite Silver Metallic(LZ7G) ","Glacier White Metallic ","Matador Red Metallic ",NULL,NULL,NULL,NULL,"#101010","#494a4c","#061567","#a1a4aa","#c0c4c3","#6e0f15",NULL,NULL,NULL,NULL
"미국","지프","The New Wrangler",6970,9990,"중형 SUV","가솔린, 하이브리드","7.5","11","272","272",2024,117267,"스텔란티스의 SUV 전문 브랜드인 지프에서 1987년부터 생산하는 군용차  지프가 크라이슬러에 인수된 후에도 4세대까지 진화하며 계속 생산 중이다 ",117269,"Black ","Firecracker Red ","Hydro Blue Pearl ","Earl ","Sarge Green ","High Velocity ","White ","Bright White ","Silver Zynith ","Anvil ","#0a0e12","#c51927","#006eac","#98b0ba","#41452c","#d6bf01","#f1ede2","#f0f0e8","#737373","#474d52"
"미국","포드","All New Mustang",5990,8600,"스포츠카","가솔린","7.2","9.6","319","493",2024,117861,"1세대에서 영감을 받은 라디에이터 그릴과 더 날렵해진 루프 라인을 특징으로 하며  파워트레인은 2 3L I4 엔진과 5 0L V8 엔진 등 두 가지로 나뉜다 ",117863,"Shadow Black ","Vapor Blue Metallic ","Grabber Blue Metallic ","Atlas Blue ","Dark Matter Gray Metallic ","Iconic Silver ","Race Red ","Rapid Red Metallic ","Yellow Splash Metallic Tri-Coat ","Carbonized Gray ","#0b0b0b","#4a657f","#1982c5","#193770","#222224","#747474","#b4232a","#891416","#cfa029","#434445"
"유럽","벤츠","The New E-Class",7390,12300,"준대형","가솔린, 디젤","11.6","15.4","197","381",2024,118250,"New E  New Attitude   독자적인 공간감과 편안함, 안전성, 혁신적인 기술력까지  운전자가 원하는 모든 것을 갖추고 있는 단 하나의 차 ",13065,"Emerald Green Metallic(989U) ","Graphite Grey(831U) ","Selenite Grey Metallic(992U) ","Selenite Grey(297) ","High-tech Silver(922U) ","Mojave Silver(859) ","Manufaktur Hyacinth Red Metallic(996U) ","Manufaktur Rubellite Red Metalic(660U) ","Manufaktur Patagonia Red(993U) ","Black(040U) ","#18221f","#5b5c61","#6a6d6f","#6b6e71","#bfbfc4","#b2b1b5","#a0130d","#5c2a31","#e41439","#0f0f0f"
"유럽","벤츠","Maybach GLS-Class F/L",27900,31900,"대형 SUV","가솔린","6.1","6.1","557","557",2024,118456,"THE VERY BEST  FROM THE VERY BEST   마이바흐 특유의 우아함이 최상위 SUV와 만나 궁극의 럭셔리를 선보입니다  The new Mercedes-Maybach GLS",118457,"Emerald Green Metallic(989U) ","Selenite Grey Metallic(992U) ","Manufaktur Alpine Grey(956U) ","High-tech Silver(922U) ","Manufaktur Hyacinth Red Metallic(996U) ","Obsidian Black(197U) ","Sodalite Blue Metalic(842U) ",NULL,NULL,NULL,"#18221f","#6a6d6f","#8f8e94","#bfbfc4","#a0130d","#424242","#465c8b",NULL,NULL,NULL
"유럽","BMW","New X1 M",7150,7580,"중형 SUV","가솔린","10.2","10.2","317","317",2024,119046,"국내에서는 처음으로 선보이는 X1 라인업의 고성능 모델, 뉴 X1 M35i xDrive  M 전용 디자인을 적용해 스포티한 감각을 강조하고 M 특유의 다이내믹한 주행 성능이 강화된 것이 특징이다 ",119048,"Black Sapphire metallic(475) ","Cape York Green Metallic(C5Y) ","Alpine White(300) ","Space Silver(C67) ",NULL,NULL,NULL,NULL,NULL,NULL,"#030406","#394b43","#d7d8d2","#888b84",NULL,NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","The All New CLE",7270,10080,"중형","가솔린","10.9","12.1","204","381",2024,119396,"파워풀한 역동성으로 가득 찬 새로운 모습   후드에서부터 차량 후면까지 이어지는 스포티한 디자인   최고의 편안함과 현대적이고 혁신적인 디지털 기술이 적용된 인테리어 ?",119398,"Graphite Grey(831U) ","Manufaktur Graphite Grey Magno(818U) ","Manufaktur Alpine Grey(956U) ","High-tech Silver(922U) ","Manufaktur Patagonia Red(993U) ","Black(040U) ","Obsidian Black(197U) ","Spectral Blue(970U) ","Manufaktur Opalite White(885U) ","Polar White(149U) ","#5b5c61","#202328","#8f8e94","#bfbfc4","#e41439","#0f0f0f","#424242","#1a5189","#f4f4f2","#fafafa"
"한국","현대","스타리아 HEV",3433,4614,"승합","가솔린, 하이브리드","12.4","13","180","180",2024,119946,"스타리아 하이브리드는 1 6 터보 엔진을 기반으로 시스템 총 출력 245마력, 최대토크 37 4kgm를 발휘한다   특화 사양으로 내비게이션과 차량 주행 상태를 종합해 저속 정체 구간에서 변속 패턴을 자동으로 변경하는 '정체 구간 특화 제어' 기능이 장착됐다 ",119948,"쉬머링 실버 메탈릭(R2T) ","어비스 블랙 펄(A2B) ","크리미 화이트(YAC ) ","문라이트 블루 펄(UB7) ","그라파이트 그레이 메탈릭(P7V) ","다이내믹옐로우(NFA) ",NULL,NULL,NULL,NULL,"#a8abae","#000000","#F6F5F2","#232b3e","#3e4241","#e5a132",NULL,NULL,NULL,NULL
"한국","현대","더 뉴 아이오닉 5",5519,6562,"중형 SUV","전기","4.4","5.2","229","325",2024,120080,"상품성을 대폭 강화한 전기차 '더 뉴 아이오닉 5'  2021년 출시 이후 3년 여 만에 새롭게 선보이는 상품성 개선 모델로 향상된 배터리 성능과 다양한 고객 편의 사양을 갖추었다   신형 아이오닉5는 배터리 용량을 기존 77 4㎾h에서 84 0㎾h로 늘렸다  이에 따라 아이오닉5의 완충 시 최대 주행거리는 기존 458㎞에서 485㎞로 늘었다 ",120082,"루시드 블루 펄(U3P) ","얼티메이트 레드 메탈릭(R2P) ","디지털 틸그린 펄(M9U) ","사이버 그레이 메탈릭(C5G) ","아틀라스 화이트(SAW) ","에코트로닉 그레이 펄(PE2) ","어비스 블랙 펄(A2B) ","에코트로닉 그레이 매트(NET) ","아틀라스 화이트 매트(WAM) ","그래비티 골드 매트(W3T) ","#3d5253","#7e1516","#38483e","#aaadb2","#eaeaea","#3a3c3d","#000000","#3a3c3d","#eaeaea","#93948a"
"한국","KG모빌리티","렉스턴 써밋",6050,6050,"대형 SUV","디젤","10.6","11.1","202","202",2024,120360,"렉스턴 리무진 양산형 써밋(Summit)  렉스턴 써밋은 2열 프리미엄 천연가죽 독립 시트가 적용된 4인승 모델로 2열 냉장고, 14인치 2열 디스플레이 등 2열 거주성과 성능도 향상됐다 ",120361,"그랜드 화이트(WAA) ","실키 화이트 펄(WAK) ","엘리멘탈 그레이(ACY) ","마블 그레이(ACM) ","갤럭시스 그레이(ADB) ","아틀란틱 블루(BAU) ","스페이스 블랙(LAK) ",NULL,NULL,NULL,"#F2EFE8","#E4E5E8","#5D6362","#696D6C","#565656","#2F364D","#24201F",NULL,NULL,NULL
"한국","디피코","포트로 P350",3245,3333,"경형","전기","4","4","58.4","58.4",2023,121269,"한층 업그레이드된 경형 전기트럭, 포트로 P350  순수 국내 기술로 제작된 우리 전기차 포트로 P350은 최대 350kg 까지 적재가 가능하고,  국내 최초 슬라이딩 도어를 탑재해 사용자의 편의를 최대한 고려하였습니다 ",121270,"Snow ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#ffffff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","디피코","포트로 P250",2233,2288,"경형","전기","4.2","4.2","20.4","20.4",2024,121340,"한층 업그레이드된 경형 전기트럭, 포트로 P250  순수 국내 기술로 제작된 우리 전기차 포트로 P250은 최대 250kg 까지 적재가 가능하고,  국내 최초 슬라이딩 도어를 탑재해 사용자의 편의를 최대한 고려하였습니다 ",121342,"Snow ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#ffffff",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","르노코리아","Arkana",2285,2914,"소형 SUV","가솔린","13.2","13.6","123","152",2025,121835,"프렌치 아이덴티티로 더 강렬하게, sporty yet elegant design   당신을 유혹하는 다이내믹하고 우아한 스타일의 쿠페형 SUV   New Renault Arkana ",121837,"솔리드 화이트 ","클라우드 펄 ","어반 그레이 ","메탈릭 블랙 ","웨이브 블루 ",NULL,NULL,NULL,NULL,NULL,"#F6FAF8","#ECEDE7","#323339","#050710","#2b638c",NULL,NULL,NULL,NULL,NULL
"한국","르노코리아","Arkana E-TECH",2988,3310,"소형 SUV","가솔린, 하이브리드","17","17.4","86","86",2025,121848,"프렌치 감성 그대로 새로운 엠블럼으로 돌아온 쿠페 suv   The Most EV Like Hybrid, 당신을 닮은 하이브리드   가장 전기차에 가까운 하이브리드, New Renault Arkana E-Tech ",121850,"클라우드 펄 ","어반 그레이 ","웨이브 블루 ","녹턴 블루 ",NULL,NULL,NULL,NULL,NULL,NULL,"#ECEDE7","#323339","#2b638c","#274272",NULL,NULL,NULL,NULL,NULL,NULL
"미국","테슬라","Upgraded Model 3",5199,6939,"준중형","전기","4.8","5.7","283","283",2024,121870,"장거리 주행에 최적화된 디자인  완전히 새로워진 인테리어, 세련된 테크놀로지로 달라진 Model 3 Highland",121871,"Pearl White Multi-Coat ","Solid Black ","Stealth Grey ","Deep Blue Metallic ","Ultra Red ",NULL,NULL,NULL,NULL,NULL,"#ffffff","#000000","#3c3d45","#1e449f","#8f0008",NULL,NULL,NULL,NULL,NULL
"유럽","BMW","New X2",6830,6830,"준중형 SUV","가솔린","10.8","10.8","204","204",2024,122043,"역동적인 쿠페 실루엣의 외향적인 디자인은 일상을 더욱 흥미진진하고 스포티하면서도 편안함을 느낀다  티맵 기반 한국형 내비게이션을 기반으로 가장 최신의 정보를 제공하여, 운전자를 위한 최적화된 고객 경험을 선사합니다 ",122045,"Portimao Blue Metallic(C31) ","Fire Red metallic ","Black Sapphire metallic(475) ","Alpine White(300) ","Brooklyn Grey(C4P) ",NULL,NULL,NULL,NULL,NULL,"#182a56","#712425","#030406","#d7d8d2","#9da3a3",NULL,NULL,NULL,NULL,NULL
"한국","현대","ST1",5980,7195,"화물","전기","3.4","3.6","160","214",2024,122788,"현대자동차가 새로운 전동화 비즈니스 플랫폼 'ST1'을 선보였다   ST1은 사용 목적에 따라 최적화된 형태로 확장할 수 있는 섀시캡 구조를 채택했으며, 소프트웨어 중심 차량(SDV) 서비스를 지원한다 ",122790,"크리미 화이트(YAW) ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#F6F5F2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"미국","캐딜락","New XT4",6120,6120,"준중형 SUV","가솔린","10.3","10.3","238","238",2024,123346,"최신 디자인 언어가 반영된 신형 XT4  전면부에는 파라매트릭 패턴 그릴, 수직형 시그니처 주간주행등과 헤드램프 등이 탑재됐다   실내는 총 33인치 커브드 어드밴스드 LED 디스플레이와 AKG 스튜디오 오디오 시스템이 적용된 것이 특징이다 ",123348,"Stellar Black Metallic ","Emerald Lake Metallic ","Latte Metallic ","Midnight Sky Metallic ","Crystal White Tricoat ","Agent Silver Metallic ",NULL,NULL,NULL,NULL,"#110d10","#5c6a6b","#948d84","#393d58","#e6f0f5","#8b9090",NULL,NULL,NULL,NULL
"한국","제네시스","GV70",5040,6565,"중형 SUV","가솔린, 디젤","8.5","10.2","304","380",2025,123495,"역동적인 우아함을 극대화한 디자인, 다이내믹한 주행 경험, 여백의 미를 승화한 실내, 커넥티드 카의 신기술이 담긴 도심형 프리미엄 SUV GV70   커넥티드 카를 향한 신기술이 운전자의 바로 눈 앞에서 경로를 안내하고, 후륜구동 기반의 SUV에 최적화된 신규 플랫폼으로 새로워졌습니다 ",123497,"우유니 화이트(UYH) ","세빌 실버(SSS) ","카본 메탈(N5M) ","비크 블랙(PH3) 일반","마칼루 그레이(NCM) ","세레스 블루(ASA) ","로얄 블루(RY5) ","카프리 블루(NRB) ","스토르 그린(KGN) ","카디프 그린(HT7) ","#ffffff","#AFADAE","#152029","#0d151a","#232C33","#666e79","#001133","#001739","#18231b","#2d4235"
"한국","KG모빌리티","더 뉴 토레스",2666,3761,"중형 SUV","가솔린, LPG","8.9","11.2","165","170",2025,123551,"터프한 외관 스타일에 내면의 모던함을 더해진 더 뉴 토레스 출시  12 3인치 파노라마형 디스플레이, 플로팅 타입 센터콘솔, 전자식 변속기 등 적용   Slim&Wide(슬림&와이드)를 바탕으로 한 인체공학적 새로운 인테리어 디자인 적용 ",123553,"그랜드 화이트(WAA) ","아이언 메탈(ADE) ","라떼 그레이지(EBL) ","포레스트 그린(GAO) ","댄디 블루(BAS) ","스페이스 블랙(LAK) ",NULL,NULL,NULL,NULL,"#F2EFE8","#727685","#b7b295","#313B38","#0D2243","#24201F",NULL,NULL,NULL,NULL
"한국","기아","더 뉴 EV6",5540,6602,"중형 SUV","전기","4.6","5.2","229","325",2025,123870,"스타일리쉬하고 차별화된 가치를 담은 Modern Contrast 디자인  수평적 와이드함과 미래적 모던함의 조화, 자유로운 전력활용, V2L  스마트한 모빌리티의 완성 더 뉴 EV6",123869,"스노우 화이트 펄(SWP) ","울프 그레이(C7S) ","인터스텔라 그레이(AGT) ","문스케이프 매트 그레이(KLM) ","글래시어(GLB) ","오로라 블랙 펄(ABP) ","런웨이 레드(CR5) ","요트 블루(DU3) ","요트 매트 블루(DUM) ","아이보리 매트 실버(ISM) ","#e6e7e6","#767a80","#575859","#5f6167","#E3D0C6","#0f0f0f","#852b33","#27447c","#27377c","#bdbab3"
"미국","캐딜락","Lyriq",10696,10696,"중형 SUV","전기","3.9","3.9","493","493",2024,124616,"브랜드 최초 순수 전기 SUV 리릭   리릭은 GM의 차세대 모듈형 전기차 전용 플랫폼 '얼티엄'을 적용한 첫 모델이다   전기차 특유의 비율과 새로운 캐딜락의 디자인 언어, 차세대 테크놀로지 등이 조화를 이룬다 ",124618,"Stellar Black Metallic ","Radiant Red Tincoat ","Opulent Blue Metallic ","Crystal White Tricoat ","Argent Silver Metallic ",NULL,NULL,NULL,NULL,NULL,"#110d10","#9d1c27","#101e48","#cecfd1","#949da3",NULL,NULL,NULL,NULL,NULL
"유럽","벤츠","The new GLC-Class",7680,10400,"중형 SUV","가솔린, 디젤","8.3","14.1","197","421",2024,125003,"파워풀한 비율의 역동적인 디자인과 럭셔리한 인테리어의 조화, 더욱 넓어진 적재공간,48V 마일드 하이브리드 시스템 적용으로 진보된 주행 효율성, 안전과 편의까지 여러 변화를 거친 프리미엄 중형 SUV ",125006,"Manufacture Hightech Silver Magno(734U) ","Graphite Grey(831U) ","Selenite Grey Metallic(992U) ","Manufaktur Graphite Grey Magno(818U) ","High-tech Silver(922U) ","Mojave Silver(859) ","Hyacinth Red(996) ","Manufaktur Patagonia Red(993U) ","Obsidian Black(197U) ","Nautic Blue Metallic(595U) ","#b1bac1","#5b5c61","#6a6d6f","#202328","#bfbfc4","#b2b1b5","#a92e30","#e41439","#424242","#28324f"
"일본","렉서스","LM",14800,19600,"화물","가솔린, 하이브리드","13.5","13.5","371","371",2025,125112,"치를 알아보는 당신의 시간으로 채워지는 럭셔리한 공간  편리함을 넘어서는 완전한 휴식  프라이빗한 공간에서 경험하는 렉서스다운 럭셔리의 정수  LEXUS MASTERPIECE LM 500h를 지금 만나보세요 ",125114,"Sonic Quartz ","Sonic Titanium ","Graphite Black Glass Flake ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"#eeeeee","#c4c1bc","#252525",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"한국","기아","EV3",4208,5108,"준중형 SUV","전기","5.1","5.4","204","204",2025,125230,"동급 최대 용량 배터리에서 유연한 공간 활용,  삶의 가능성을 확장시키는 하이테크까지  모든 것을 나의 인프라로 만드는 The Kia EV3",125229,"스노우 화이트 펄(SWP) ","셰일 그레이(EBD) ","어벤쳐린 그린(AG3) ","오로라 블랙 펄(ABP) ","프로스트 블루(EBB) ","아이보리 실버(ISG) ","아이보리 매트 실버(ISM) ",NULL,NULL,NULL,"#e6e7e6","#414141","#a3ab9e","#0f0f0f","#859bad","#b9b9b9","#bdbab3",NULL,NULL,NULL
